XXO_O_X__,0,0,0,-1,0,0,0,0,0,
_X_______,0,0,0,0,-1,0,-1,0,0,
XX__O____,0,0,-1,0,0,0,0,0,0,
_XOOOXX__,-2,0,0,0,0,0,0,0,0,
_X____O_X,0,0,0,0,-1,0,0,0,0,
_XX_O_O_X,-1,0,0,0,0,0,0,0,0,
